,train,val,test
0,patient_000_node_0,patient_003_node_0,patient_056_node_0
1,patient_000_node_4,patient_003_node_2,patient_056_node_3
2,patient_000_node_3,patient_003_node_1,patient_056_node_4
3,patient_000_node_1,patient_003_node_3,patient_056_node_1
4,patient_000_node_2,patient_003_node_4,patient_056_node_2
5,patient_001_node_1,patient_098_node_3,patient_055_node_0
6,patient_001_node_0,patient_098_node_4,patient_055_node_3
7,patient_001_node_3,patient_098_node_1,patient_055_node_1
8,patient_001_node_2,patient_098_node_2,patient_055_node_4
9,patient_001_node_4,patient_098_node_0,patient_055_node_2
10,patient_002_node_4,patient_064_node_0,patient_088_node_4
11,patient_002_node_2,patient_064_node_4,patient_088_node_2
12,patient_002_node_1,patient_064_node_2,patient_088_node_3
13,patient_002_node_3,patient_064_node_1,patient_088_node_1
14,patient_002_node_0,patient_064_node_3,patient_088_node_0
15,patient_023_node_1,patient_032_node_1,patient_099_node_3
16,patient_023_node_0,patient_032_node_0,patient_099_node_4
17,patient_023_node_3,patient_032_node_4,patient_099_node_1
18,patient_023_node_4,patient_032_node_2,patient_099_node_0
19,patient_023_node_2,patient_032_node_3,patient_099_node_2
20,patient_025_node_1,patient_080_node_0,patient_069_node_1
21,patient_025_node_3,patient_080_node_3,patient_069_node_3
22,patient_025_node_2,patient_080_node_1,patient_069_node_0
23,patient_025_node_0,patient_080_node_2,patient_069_node_2
24,patient_025_node_4,patient_080_node_4,patient_069_node_4
25,patient_031_node_2,patient_041_node_1,patient_062_node_0
26,patient_031_node_4,patient_041_node_3,patient_062_node_2
27,patient_031_node_0,patient_041_node_4,patient_062_node_4
28,patient_031_node_3,patient_041_node_2,patient_062_node_1
29,patient_031_node_1,patient_041_node_0,patient_062_node_3
30,patient_035_node_1,patient_094_node_0,patient_075_node_3
31,patient_035_node_2,patient_094_node_1,patient_075_node_1
32,patient_035_node_4,patient_094_node_3,patient_075_node_2
33,patient_035_node_3,patient_094_node_2,patient_075_node_4
34,patient_035_node_0,patient_094_node_4,patient_075_node_0
35,patient_043_node_3,patient_047_node_0,patient_068_node_4
36,patient_043_node_2,patient_047_node_3,patient_068_node_1
37,patient_043_node_0,patient_047_node_1,patient_068_node_0
38,patient_043_node_1,patient_047_node_2,patient_068_node_2
39,patient_043_node_4,patient_047_node_4,patient_068_node_3
40,patient_053_node_1,patient_076_node_2,patient_029_node_3
41,patient_053_node_3,patient_076_node_4,patient_029_node_4
42,patient_053_node_2,patient_076_node_0,patient_029_node_2
43,patient_053_node_4,patient_076_node_3,patient_029_node_1
44,patient_053_node_0,patient_076_node_1,patient_029_node_0
45,patient_054_node_4,patient_020_node_1,patient_030_node_3
46,patient_054_node_1,patient_020_node_3,patient_030_node_2
47,patient_054_node_0,patient_020_node_2,patient_030_node_1
48,patient_054_node_3,patient_020_node_4,patient_030_node_0
49,patient_054_node_2,patient_020_node_0,patient_030_node_4
50,patient_057_node_0,,
51,patient_057_node_4,,
52,patient_057_node_3,,
53,patient_057_node_2,,
54,patient_057_node_1,,
55,patient_058_node_1,,
56,patient_058_node_4,,
57,patient_058_node_2,,
58,patient_058_node_3,,
59,patient_058_node_0,,
60,patient_059_node_1,,
61,patient_059_node_4,,
62,patient_059_node_3,,
63,patient_059_node_0,,
64,patient_059_node_2,,
65,patient_071_node_3,,
66,patient_071_node_4,,
67,patient_071_node_1,,
68,patient_071_node_2,,
69,patient_071_node_0,,
70,patient_078_node_2,,
71,patient_078_node_4,,
72,patient_078_node_3,,
73,patient_078_node_1,,
74,patient_078_node_0,,
75,tumor_054,,
76,tumor_071,,
77,normal_125,,
78,normal_145,,
79,normal_056,,
80,tumor_021,,
81,normal_109,,
82,normal_160,,
83,normal_062,,
84,normal_118,,
85,tumor_068,,
86,normal_108,,
87,normal_066,,
88,normal_103,,
89,normal_142,,
90,normal_046,,
91,tumor_007,,
92,tumor_008,,
93,tumor_103,,
94,tumor_033,,
95,normal_054,,
96,normal_007,,
97,normal_147,,
98,normal_032,,
99,normal_017,,
100,normal_123,,
101,tumor_066,,
102,normal_154,,
103,normal_004,,
104,normal_098,,
105,normal_012,,
106,normal_071,,
107,tumor_055,,
108,normal_157,,
109,normal_006,,
110,tumor_061,,
111,normal_039,,
112,normal_150,,
113,tumor_069,,
114,normal_131,,
115,tumor_057,,
116,normal_119,,
117,tumor_009,,
118,tumor_043,,
119,normal_065,,
120,tumor_107,,
121,normal_101,,
122,normal_079,,
123,tumor_081,,
124,tumor_034,,
125,normal_031,,
126,tumor_082,,
127,normal_001,,
128,normal_072,,
129,tumor_032,,
130,tumor_046,,
131,normal_024,,
132,tumor_080,,
133,normal_041,,
134,normal_027,,
135,tumor_051,,
136,normal_146,,
137,normal_095,,
138,tumor_056,,
139,tumor_048,,
140,normal_075,,
141,normal_087,,
142,normal_051,,
143,tumor_042,,
144,normal_055,,
145,tumor_111,,
146,normal_083,,
147,normal_113,,
148,tumor_050,,
149,normal_045,,
150,normal_097,,
151,tumor_037,,
152,tumor_092,,
153,normal_009,,
154,tumor_110,,
155,tumor_090,,
156,tumor_039,,
157,tumor_065,,
158,normal_059,,
159,normal_155,,
160,tumor_106,,
161,tumor_109,,
162,tumor_029,,
163,normal_092,,
164,tumor_100,,
165,normal_082,,
166,normal_005,,
167,normal_016,,
168,tumor_098,,
169,normal_074,,
170,normal_105,,
171,normal_026,,
172,normal_152,,
173,tumor_015,,
174,normal_133,,
175,normal_104,,
176,normal_107,,
177,normal_015,,
178,tumor_040,,
179,normal_022,,
180,tumor_014,,
181,tumor_060,,
182,tumor_099,,
183,normal_042,,
184,normal_058,,
185,normal_033,,
186,tumor_097,,
187,normal_049,,
188,normal_064,,
189,tumor_079,,
190,normal_036,,
191,tumor_078,,
192,tumor_022,,
193,normal_023,,
194,normal_091,,
195,tumor_105,,
196,tumor_095,,
197,tumor_031,,
198,normal_153,,
199,normal_100,,
200,normal_106,,
201,normal_013,,
202,tumor_002,,
203,normal_110,,
204,tumor_075,,
205,normal_080,,
206,tumor_047,,
207,normal_068,,
208,tumor_077,,
209,normal_008,,
210,tumor_027,,
211,tumor_023,,
212,tumor_011,,
213,normal_138,,
214,tumor_025,,
215,tumor_085,,
216,normal_148,,
217,tumor_024,,
218,tumor_017,,
219,tumor_096,,
220,tumor_044,,
221,tumor_005,,
222,tumor_070,,
223,tumor_010,,
224,normal_069,,
225,normal_084,,
226,normal_158,,
227,tumor_067,,
228,normal_096,,
229,normal_040,,
230,normal_057,,
231,normal_143,,
232,normal_120,,
233,normal_076,,
234,normal_028,,
235,normal_130,,
236,normal_078,,
237,normal_126,,
238,tumor_088,,
239,normal_134,,
240,normal_070,,
241,normal_073,,
242,normal_094,,
243,normal_053,,
244,tumor_004,,
245,normal_061,,
246,normal_048,,
247,tumor_030,,
248,tumor_093,,
249,normal_117,,
250,tumor_084,,
251,normal_035,,
252,normal_149,,
253,tumor_094,,
254,normal_132,,
255,normal_047,,
256,tumor_019,,
257,tumor_074,,
258,normal_020,,
259,tumor_083,,
260,tumor_018,,
261,tumor_016,,
262,normal_093,,
263,tumor_020,,
264,normal_081,,
265,normal_011,,
266,normal_067,,
267,normal_044,,
268,normal_122,,
269,normal_135,,
270,normal_002,,
271,tumor_049,,
272,normal_030,,
273,normal_077,,
274,normal_089,,
275,tumor_076,,
276,normal_060,,
277,tumor_041,,
278,normal_136,,
279,normal_085,,
280,normal_144,,
281,tumor_001,,
282,tumor_101,,
283,tumor_053,,
284,normal_137,,
285,normal_128,,
286,normal_034,,
287,tumor_073,,
288,tumor_062,,
289,normal_025,,
290,normal_114,,
291,normal_043,,
292,normal_112,,
293,tumor_089,,
294,normal_139,,
295,tumor_035,,
296,tumor_045,,
297,tumor_091,,
298,tumor_038,,
299,tumor_064,,
300,normal_018,,
301,normal_111,,
302,normal_088,,
303,tumor_028,,
304,tumor_086,,
305,normal_019,,
306,tumor_059,,
307,normal_063,,
308,tumor_052,,
309,tumor_102,,
310,normal_037,,
311,tumor_003,,
312,tumor_063,,
313,normal_124,,
314,tumor_006,,
315,normal_141,,
316,tumor_058,,
317,tumor_087,,
318,normal_014,,
319,normal_052,,
320,normal_029,,
321,normal_050,,
322,normal_099,,
323,tumor_013,,
324,normal_151,,
325,tumor_108,,
326,normal_159,,
327,normal_021,,
328,normal_038,,
329,normal_121,,
330,normal_090,,
331,tumor_104,,
332,normal_127,,
333,normal_003,,
334,normal_102,,
335,tumor_012,,
336,normal_010,,
337,normal_140,,
338,tumor_072,,
339,normal_156,,
340,normal_129,,
341,normal_115,,
342,tumor_026,,
343,normal_116,,
344,tumor_036,,
345,patient_004_node_4,,
346,patient_004_node_1,,
347,patient_004_node_2,,
348,patient_004_node_3,,
349,patient_004_node_0,,
350,patient_005_node_2,,
351,patient_005_node_1,,
352,patient_005_node_4,,
353,patient_005_node_3,,
354,patient_005_node_0,,
355,patient_006_node_0,,
356,patient_006_node_2,,
357,patient_006_node_1,,
358,patient_006_node_4,,
359,patient_006_node_3,,
360,patient_007_node_4,,
361,patient_007_node_3,,
362,patient_007_node_1,,
363,patient_007_node_0,,
364,patient_007_node_2,,
365,patient_008_node_0,,
366,patient_008_node_3,,
367,patient_008_node_2,,
368,patient_008_node_1,,
369,patient_008_node_4,,
370,patient_009_node_0,,
371,patient_009_node_1,,
372,patient_009_node_3,,
373,patient_009_node_2,,
374,patient_009_node_4,,
375,patient_010_node_0,,
376,patient_010_node_3,,
377,patient_010_node_4,,
378,patient_010_node_1,,
379,patient_010_node_2,,
380,patient_011_node_1,,
381,patient_011_node_2,,
382,patient_011_node_3,,
383,patient_011_node_0,,
384,patient_011_node_4,,
385,patient_012_node_3,,
386,patient_012_node_2,,
387,patient_012_node_1,,
388,patient_012_node_4,,
389,patient_012_node_0,,
390,patient_013_node_4,,
391,patient_013_node_1,,
392,patient_013_node_2,,
393,patient_013_node_3,,
394,patient_013_node_0,,
395,patient_014_node_4,,
396,patient_014_node_3,,
397,patient_014_node_2,,
398,patient_014_node_0,,
399,patient_014_node_1,,
400,patient_015_node_3,,
401,patient_015_node_0,,
402,patient_015_node_4,,
403,patient_015_node_2,,
404,patient_015_node_1,,
405,patient_016_node_0,,
406,patient_016_node_2,,
407,patient_016_node_4,,
408,patient_016_node_1,,
409,patient_016_node_3,,
410,patient_017_node_4,,
411,patient_017_node_2,,
412,patient_017_node_3,,
413,patient_017_node_0,,
414,patient_017_node_1,,
415,patient_018_node_2,,
416,patient_018_node_0,,
417,patient_018_node_3,,
418,patient_018_node_4,,
419,patient_018_node_1,,
420,patient_019_node_1,,
421,patient_019_node_4,,
422,patient_019_node_3,,
423,patient_019_node_2,,
424,patient_019_node_0,,
425,patient_021_node_2,,
426,patient_021_node_1,,
427,patient_021_node_3,,
428,patient_021_node_4,,
429,patient_021_node_0,,
430,patient_022_node_2,,
431,patient_022_node_1,,
432,patient_022_node_3,,
433,patient_022_node_4,,
434,patient_022_node_0,,
435,patient_024_node_0,,
436,patient_024_node_2,,
437,patient_024_node_4,,
438,patient_024_node_1,,
439,patient_024_node_3,,
440,patient_026_node_0,,
441,patient_026_node_3,,
442,patient_026_node_4,,
443,patient_026_node_2,,
444,patient_026_node_1,,
445,patient_027_node_2,,
446,patient_027_node_4,,
447,patient_027_node_3,,
448,patient_027_node_1,,
449,patient_027_node_0,,
450,patient_028_node_1,,
451,patient_028_node_0,,
452,patient_028_node_2,,
453,patient_028_node_3,,
454,patient_028_node_4,,
455,patient_033_node_0,,
456,patient_033_node_2,,
457,patient_033_node_3,,
458,patient_033_node_4,,
459,patient_033_node_1,,
460,patient_034_node_1,,
461,patient_034_node_4,,
462,patient_034_node_3,,
463,patient_034_node_2,,
464,patient_034_node_0,,
465,patient_036_node_4,,
466,patient_036_node_0,,
467,patient_036_node_2,,
468,patient_036_node_3,,
469,patient_036_node_1,,
470,patient_037_node_0,,
471,patient_037_node_1,,
472,patient_037_node_3,,
473,patient_037_node_4,,
474,patient_037_node_2,,
475,patient_038_node_0,,
476,patient_038_node_3,,
477,patient_038_node_1,,
478,patient_038_node_2,,
479,patient_038_node_4,,
480,patient_039_node_0,,
481,patient_039_node_3,,
482,patient_039_node_1,,
483,patient_039_node_4,,
484,patient_039_node_2,,
485,patient_040_node_4,,
486,patient_040_node_3,,
487,patient_040_node_2,,
488,patient_040_node_0,,
489,patient_040_node_1,,
490,patient_042_node_0,,
491,patient_042_node_1,,
492,patient_042_node_3,,
493,patient_042_node_4,,
494,patient_042_node_2,,
495,patient_044_node_4,,
496,patient_044_node_2,,
497,patient_044_node_3,,
498,patient_044_node_0,,
499,patient_044_node_1,,
500,patient_045_node_2,,
501,patient_045_node_1,,
502,patient_045_node_3,,
503,patient_045_node_0,,
504,patient_045_node_4,,
505,patient_046_node_4,,
506,patient_046_node_1,,
507,patient_046_node_3,,
508,patient_046_node_0,,
509,patient_046_node_2,,
510,patient_048_node_1,,
511,patient_048_node_0,,
512,patient_048_node_4,,
513,patient_048_node_2,,
514,patient_048_node_3,,
515,patient_049_node_3,,
516,patient_049_node_4,,
517,patient_049_node_1,,
518,patient_049_node_0,,
519,patient_049_node_2,,
520,patient_050_node_4,,
521,patient_050_node_0,,
522,patient_050_node_3,,
523,patient_050_node_1,,
524,patient_050_node_2,,
525,patient_051_node_2,,
526,patient_051_node_4,,
527,patient_051_node_0,,
528,patient_051_node_1,,
529,patient_051_node_3,,
530,patient_052_node_4,,
531,patient_052_node_2,,
532,patient_052_node_1,,
533,patient_052_node_0,,
534,patient_052_node_3,,
535,patient_060_node_1,,
536,patient_060_node_2,,
537,patient_060_node_3,,
538,patient_060_node_4,,
539,patient_060_node_0,,
540,patient_061_node_4,,
541,patient_061_node_1,,
542,patient_061_node_0,,
543,patient_061_node_3,,
544,patient_061_node_2,,
545,patient_063_node_0,,
546,patient_063_node_2,,
547,patient_063_node_1,,
548,patient_063_node_4,,
549,patient_063_node_3,,
550,patient_065_node_0,,
551,patient_065_node_3,,
552,patient_065_node_4,,
553,patient_065_node_2,,
554,patient_065_node_1,,
555,patient_066_node_3,,
556,patient_066_node_2,,
557,patient_066_node_0,,
558,patient_066_node_4,,
559,patient_066_node_1,,
560,patient_067_node_1,,
561,patient_067_node_0,,
562,patient_067_node_4,,
563,patient_067_node_2,,
564,patient_067_node_3,,
565,patient_070_node_1,,
566,patient_070_node_4,,
567,patient_070_node_3,,
568,patient_070_node_0,,
569,patient_070_node_2,,
