,train,val,test
0,patient_000_node_0,patient_098_node_3,patient_057_node_0
1,patient_000_node_4,patient_098_node_4,patient_057_node_4
2,patient_000_node_3,patient_098_node_1,patient_057_node_3
3,patient_000_node_1,patient_098_node_2,patient_057_node_2
4,patient_000_node_2,patient_098_node_0,patient_057_node_1
5,patient_003_node_0,patient_002_node_4,patient_001_node_1
6,patient_003_node_2,patient_002_node_2,patient_001_node_0
7,patient_003_node_1,patient_002_node_1,patient_001_node_3
8,patient_003_node_3,patient_002_node_3,patient_001_node_2
9,patient_003_node_4,patient_002_node_0,patient_001_node_4
10,patient_023_node_1,patient_020_node_1,patient_050_node_4
11,patient_023_node_0,patient_020_node_3,patient_050_node_0
12,patient_023_node_3,patient_020_node_2,patient_050_node_3
13,patient_023_node_4,patient_020_node_4,patient_050_node_1
14,patient_023_node_2,patient_020_node_0,patient_050_node_2
15,patient_025_node_1,patient_063_node_0,patient_017_node_4
16,patient_025_node_3,patient_063_node_2,patient_017_node_2
17,patient_025_node_2,patient_063_node_1,patient_017_node_3
18,patient_025_node_0,patient_063_node_4,patient_017_node_0
19,patient_025_node_4,patient_063_node_3,patient_017_node_1
20,patient_031_node_2,patient_008_node_0,patient_005_node_2
21,patient_031_node_4,patient_008_node_3,patient_005_node_1
22,patient_031_node_0,patient_008_node_2,patient_005_node_4
23,patient_031_node_3,patient_008_node_1,patient_005_node_3
24,patient_031_node_1,patient_008_node_4,patient_005_node_0
25,patient_035_node_1,patient_009_node_0,patient_094_node_0
26,patient_035_node_2,patient_009_node_1,patient_094_node_1
27,patient_035_node_4,patient_009_node_3,patient_094_node_3
28,patient_035_node_3,patient_009_node_2,patient_094_node_2
29,patient_035_node_0,patient_009_node_4,patient_094_node_4
30,patient_043_node_3,patient_014_node_4,patient_044_node_4
31,patient_043_node_2,patient_014_node_3,patient_044_node_2
32,patient_043_node_0,patient_014_node_2,patient_044_node_3
33,patient_043_node_1,patient_014_node_0,patient_044_node_0
34,patient_043_node_4,patient_014_node_1,patient_044_node_1
35,patient_053_node_1,patient_024_node_0,patient_015_node_3
36,patient_053_node_3,patient_024_node_2,patient_015_node_0
37,patient_053_node_2,patient_024_node_4,patient_015_node_4
38,patient_053_node_4,patient_024_node_1,patient_015_node_2
39,patient_053_node_0,patient_024_node_3,patient_015_node_1
40,patient_054_node_4,patient_039_node_0,patient_052_node_4
41,patient_054_node_1,patient_039_node_3,patient_052_node_2
42,patient_054_node_0,patient_039_node_1,patient_052_node_1
43,patient_054_node_3,patient_039_node_4,patient_052_node_0
44,patient_054_node_2,patient_039_node_2,patient_052_node_3
45,patient_055_node_0,patient_004_node_4,patient_006_node_0
46,patient_055_node_3,patient_004_node_1,patient_006_node_2
47,patient_055_node_1,patient_004_node_2,patient_006_node_1
48,patient_055_node_4,patient_004_node_3,patient_006_node_4
49,patient_055_node_2,patient_004_node_0,patient_006_node_3
50,patient_056_node_0,,
51,patient_056_node_3,,
52,patient_056_node_4,,
53,patient_056_node_1,,
54,patient_056_node_2,,
55,patient_058_node_1,,
56,patient_058_node_4,,
57,patient_058_node_2,,
58,patient_058_node_3,,
59,patient_058_node_0,,
60,patient_059_node_1,,
61,patient_059_node_4,,
62,patient_059_node_3,,
63,patient_059_node_0,,
64,patient_059_node_2,,
65,patient_071_node_3,,
66,patient_071_node_4,,
67,patient_071_node_1,,
68,patient_071_node_2,,
69,patient_071_node_0,,
70,patient_078_node_2,,
71,patient_078_node_4,,
72,patient_078_node_3,,
73,patient_078_node_1,,
74,patient_078_node_0,,
75,tumor_054,,
76,tumor_071,,
77,normal_125,,
78,normal_145,,
79,normal_056,,
80,tumor_021,,
81,normal_109,,
82,normal_160,,
83,normal_062,,
84,normal_118,,
85,tumor_068,,
86,normal_108,,
87,normal_066,,
88,normal_103,,
89,normal_142,,
90,normal_046,,
91,tumor_007,,
92,tumor_008,,
93,tumor_103,,
94,tumor_033,,
95,normal_054,,
96,normal_007,,
97,normal_147,,
98,normal_032,,
99,normal_017,,
100,normal_123,,
101,tumor_066,,
102,normal_154,,
103,normal_004,,
104,normal_098,,
105,normal_012,,
106,normal_071,,
107,tumor_055,,
108,normal_157,,
109,normal_006,,
110,tumor_061,,
111,normal_039,,
112,normal_150,,
113,tumor_069,,
114,normal_131,,
115,tumor_057,,
116,normal_119,,
117,tumor_009,,
118,tumor_043,,
119,normal_065,,
120,tumor_107,,
121,normal_101,,
122,normal_079,,
123,tumor_081,,
124,tumor_034,,
125,normal_031,,
126,tumor_082,,
127,normal_001,,
128,normal_072,,
129,tumor_032,,
130,tumor_046,,
131,normal_024,,
132,tumor_080,,
133,normal_041,,
134,normal_027,,
135,tumor_051,,
136,normal_146,,
137,normal_095,,
138,tumor_056,,
139,tumor_048,,
140,normal_075,,
141,normal_087,,
142,normal_051,,
143,tumor_042,,
144,normal_055,,
145,tumor_111,,
146,normal_083,,
147,normal_113,,
148,tumor_050,,
149,normal_045,,
150,normal_097,,
151,tumor_037,,
152,tumor_092,,
153,normal_009,,
154,tumor_110,,
155,tumor_090,,
156,tumor_039,,
157,tumor_065,,
158,normal_059,,
159,normal_155,,
160,tumor_106,,
161,tumor_109,,
162,tumor_029,,
163,normal_092,,
164,tumor_100,,
165,normal_082,,
166,normal_005,,
167,normal_016,,
168,tumor_098,,
169,normal_074,,
170,normal_105,,
171,normal_026,,
172,normal_152,,
173,tumor_015,,
174,normal_133,,
175,normal_104,,
176,normal_107,,
177,normal_015,,
178,tumor_040,,
179,normal_022,,
180,tumor_014,,
181,tumor_060,,
182,tumor_099,,
183,normal_042,,
184,normal_058,,
185,normal_033,,
186,tumor_097,,
187,normal_049,,
188,normal_064,,
189,tumor_079,,
190,normal_036,,
191,tumor_078,,
192,tumor_022,,
193,normal_023,,
194,normal_091,,
195,tumor_105,,
196,tumor_095,,
197,tumor_031,,
198,normal_153,,
199,normal_100,,
200,normal_106,,
201,normal_013,,
202,tumor_002,,
203,normal_110,,
204,tumor_075,,
205,normal_080,,
206,tumor_047,,
207,normal_068,,
208,tumor_077,,
