,train,val,test
0,patient_000_node_0,patient_056_node_0,patient_083_node_4
1,patient_000_node_4,patient_056_node_3,patient_083_node_0
2,patient_000_node_3,patient_056_node_4,patient_083_node_2
3,patient_000_node_1,patient_056_node_1,patient_083_node_3
4,patient_000_node_2,patient_056_node_2,patient_083_node_1
5,patient_001_node_1,patient_058_node_1,patient_082_node_4
6,patient_001_node_0,patient_058_node_4,patient_082_node_0
7,patient_001_node_3,patient_058_node_2,patient_082_node_1
8,patient_001_node_2,patient_058_node_3,patient_082_node_3
9,patient_001_node_4,patient_058_node_0,patient_082_node_2
10,patient_002_node_4,patient_004_node_4,patient_074_node_2
11,patient_002_node_2,patient_004_node_1,patient_074_node_3
12,patient_002_node_1,patient_004_node_2,patient_074_node_1
13,patient_002_node_3,patient_004_node_3,patient_074_node_4
14,patient_002_node_0,patient_004_node_0,patient_074_node_0
15,patient_003_node_0,patient_050_node_4,patient_006_node_0
16,patient_003_node_2,patient_050_node_0,patient_006_node_2
17,patient_003_node_1,patient_050_node_3,patient_006_node_1
18,patient_003_node_3,patient_050_node_1,patient_006_node_4
19,patient_003_node_4,patient_050_node_2,patient_006_node_3
20,patient_023_node_1,patient_012_node_3,patient_036_node_4
21,patient_023_node_0,patient_012_node_2,patient_036_node_0
22,patient_023_node_3,patient_012_node_1,patient_036_node_2
23,patient_023_node_4,patient_012_node_4,patient_036_node_3
24,patient_023_node_2,patient_012_node_0,patient_036_node_1
25,patient_025_node_1,patient_009_node_0,patient_034_node_1
26,patient_025_node_3,patient_009_node_1,patient_034_node_4
27,patient_025_node_2,patient_009_node_3,patient_034_node_3
28,patient_025_node_0,patient_009_node_2,patient_034_node_2
29,patient_025_node_4,patient_009_node_4,patient_034_node_0
30,patient_031_node_2,patient_024_node_0,patient_017_node_4
31,patient_031_node_4,patient_024_node_2,patient_017_node_2
32,patient_031_node_0,patient_024_node_4,patient_017_node_3
33,patient_031_node_3,patient_024_node_1,patient_017_node_0
34,patient_031_node_1,patient_024_node_3,patient_017_node_1
35,patient_035_node_1,patient_095_node_4,patient_040_node_4
36,patient_035_node_2,patient_095_node_2,patient_040_node_3
37,patient_035_node_4,patient_095_node_1,patient_040_node_2
38,patient_035_node_3,patient_095_node_0,patient_040_node_0
39,patient_035_node_0,patient_095_node_3,patient_040_node_1
40,patient_043_node_3,patient_039_node_0,patient_041_node_1
41,patient_043_node_2,patient_039_node_3,patient_041_node_3
42,patient_043_node_0,patient_039_node_1,patient_041_node_4
43,patient_043_node_1,patient_039_node_4,patient_041_node_2
44,patient_043_node_4,patient_039_node_2,patient_041_node_0
45,patient_053_node_1,patient_087_node_1,patient_048_node_1
46,patient_053_node_3,patient_087_node_2,patient_048_node_0
47,patient_053_node_2,patient_087_node_4,patient_048_node_4
48,patient_053_node_4,patient_087_node_0,patient_048_node_2
49,patient_053_node_0,patient_087_node_3,patient_048_node_3
50,patient_054_node_4,,
51,patient_054_node_1,,
52,patient_054_node_0,,
53,patient_054_node_3,,
54,patient_054_node_2,,
55,patient_055_node_0,,
56,patient_055_node_3,,
57,patient_055_node_1,,
58,patient_055_node_4,,
