,train,val,test
0,patient_000_node_0,patient_002_node_4,patient_071_node_3
1,patient_000_node_4,patient_002_node_2,patient_071_node_4
2,patient_000_node_3,patient_002_node_1,patient_071_node_1
3,patient_000_node_1,patient_002_node_3,patient_071_node_2
4,patient_000_node_2,patient_002_node_0,patient_071_node_0
5,patient_001_node_1,patient_082_node_4,patient_058_node_1
6,patient_001_node_0,patient_082_node_0,patient_058_node_4
7,patient_001_node_3,patient_082_node_1,patient_058_node_2
8,patient_001_node_2,patient_082_node_3,patient_058_node_3
9,patient_001_node_4,patient_082_node_2,patient_058_node_0
10,patient_003_node_0,patient_005_node_2,patient_022_node_2
11,patient_003_node_2,patient_005_node_1,patient_022_node_1
12,patient_003_node_1,patient_005_node_4,patient_022_node_3
13,patient_003_node_3,patient_005_node_3,patient_022_node_4
14,patient_003_node_4,patient_005_node_0,patient_022_node_0
15,patient_023_node_1,patient_027_node_2,patient_076_node_2
16,patient_023_node_0,patient_027_node_4,patient_076_node_4
17,patient_023_node_3,patient_027_node_3,patient_076_node_0
18,patient_023_node_4,patient_027_node_1,patient_076_node_3
19,patient_023_node_2,patient_027_node_0,patient_076_node_1
20,patient_025_node_1,patient_034_node_1,patient_072_node_2
21,patient_025_node_3,patient_034_node_4,patient_072_node_4
22,patient_025_node_2,patient_034_node_3,patient_072_node_1
23,patient_025_node_0,patient_034_node_2,patient_072_node_0
24,patient_025_node_4,patient_034_node_0,patient_072_node_3
25,patient_031_node_2,patient_014_node_4,patient_029_node_3
26,patient_031_node_4,patient_014_node_3,patient_029_node_4
27,patient_031_node_0,patient_014_node_2,patient_029_node_2
28,patient_031_node_3,patient_014_node_0,patient_029_node_1
29,patient_031_node_1,patient_014_node_1,patient_029_node_0
30,patient_035_node_1,patient_087_node_1,patient_036_node_4
31,patient_035_node_2,patient_087_node_2,patient_036_node_0
32,patient_035_node_4,patient_087_node_4,patient_036_node_2
33,patient_035_node_3,patient_087_node_0,patient_036_node_3
34,patient_035_node_0,patient_087_node_3,patient_036_node_1
35,patient_043_node_3,patient_019_node_1,patient_021_node_2
36,patient_043_node_2,patient_019_node_4,patient_021_node_1
37,patient_043_node_0,patient_019_node_3,patient_021_node_3
38,patient_043_node_1,patient_019_node_2,patient_021_node_4
39,patient_043_node_4,patient_019_node_0,patient_021_node_0
40,patient_053_node_1,patient_097_node_3,patient_037_node_0
41,patient_053_node_3,patient_097_node_4,patient_037_node_1
42,patient_053_node_2,patient_097_node_1,patient_037_node_3
43,patient_053_node_4,patient_097_node_0,patient_037_node_4
44,patient_053_node_0,patient_097_node_2,patient_037_node_2
45,patient_054_node_4,patient_069_node_1,patient_093_node_4
46,patient_054_node_1,patient_069_node_3,patient_093_node_3
47,patient_054_node_0,patient_069_node_0,patient_093_node_0
48,patient_054_node_3,patient_069_node_2,patient_093_node_1
49,patient_054_node_2,patient_069_node_4,patient_093_node_2
50,patient_055_node_0,,
51,patient_055_node_3,,
52,patient_055_node_1,,
53,patient_055_node_4,,
54,patient_055_node_2,,
55,patient_056_node_0,,
56,patient_056_node_3,,
57,patient_056_node_4,,
58,patient_056_node_1,,
59,patient_056_node_2,,
60,patient_057_node_0,,
61,patient_057_node_4,,
62,patient_057_node_3,,
63,patient_057_node_2,,
64,patient_057_node_1,,
65,patient_059_node_1,,
66,patient_059_node_4,,
67,patient_059_node_3,,
68,patient_059_node_0,,
69,patient_059_node_2,,
70,patient_078_node_2,,
71,patient_078_node_4,,
72,patient_078_node_3,,
73,patient_078_node_1,,
74,patient_078_node_0,,
75,tumor_054,,
76,tumor_071,,
77,normal_125,,
78,normal_145,,
79,normal_056,,
80,tumor_021,,
81,normal_109,,
82,normal_160,,
83,normal_062,,
84,normal_118,,
85,tumor_068,,
86,normal_108,,
87,normal_066,,
88,normal_103,,
89,normal_142,,
90,normal_046,,
91,tumor_007,,
92,tumor_008,,
93,tumor_103,,
94,tumor_033,,
95,normal_054,,
96,normal_007,,
97,normal_147,,
98,normal_032,,
99,normal_017,,
100,normal_123,,
101,tumor_066,,
102,normal_154,,
103,normal_004,,
104,normal_098,,
105,normal_012,,
106,normal_071,,
107,tumor_055,,
108,normal_157,,
109,normal_006,,
110,tumor_061,,
111,normal_039,,
112,normal_150,,
113,tumor_069,,
114,normal_131,,
115,tumor_057,,
116,normal_119,,
117,tumor_009,,
118,tumor_043,,
119,normal_065,,
120,tumor_107,,
121,normal_101,,
122,normal_079,,
123,tumor_081,,
124,tumor_034,,
125,normal_031,,
126,tumor_082,,
127,normal_001,,
128,normal_072,,
129,tumor_032,,
130,tumor_046,,
131,normal_024,,
132,tumor_080,,
133,normal_041,,
134,normal_027,,
135,tumor_051,,
136,normal_146,,
137,normal_095,,
138,tumor_056,,
139,tumor_048,,
140,normal_075,,
141,normal_087,,
142,normal_051,,
143,tumor_042,,
144,normal_055,,
145,tumor_111,,
146,normal_083,,
147,normal_113,,
148,tumor_050,,
149,normal_045,,
150,normal_097,,
151,tumor_037,,
152,tumor_092,,
153,normal_009,,
154,tumor_110,,
155,tumor_090,,
156,tumor_039,,
157,tumor_065,,
158,normal_059,,
159,normal_155,,
160,tumor_106,,
161,tumor_109,,
162,tumor_029,,
163,normal_092,,
164,tumor_100,,
165,normal_082,,
166,normal_005,,
167,normal_016,,
168,tumor_098,,
169,normal_074,,
170,normal_105,,
171,normal_026,,
172,normal_152,,
173,tumor_015,,
174,normal_133,,
175,normal_104,,
176,normal_107,,
177,normal_015,,
178,tumor_040,,
179,normal_022,,
180,tumor_014,,
181,tumor_060,,
182,tumor_099,,
183,normal_042,,
184,normal_058,,
185,normal_033,,
186,tumor_097,,
187,normal_049,,
188,normal_064,,
189,tumor_079,,
190,normal_036,,
191,tumor_078,,
192,tumor_022,,
193,normal_023,,
194,normal_091,,
195,tumor_105,,
196,tumor_095,,
197,tumor_031,,
198,normal_153,,
199,normal_100,,
200,normal_106,,
201,normal_013,,
202,tumor_002,,
203,normal_110,,
204,tumor_075,,
205,normal_080,,
206,tumor_047,,
207,normal_068,,
208,tumor_077,,
209,normal_008,,
210,tumor_027,,
211,tumor_023,,
212,tumor_011,,
213,normal_138,,
214,tumor_025,,
215,tumor_085,,
216,normal_148,,
217,tumor_024,,
218,tumor_017,,
219,tumor_096,,
220,tumor_044,,
221,tumor_005,,
222,tumor_070,,
223,tumor_010,,
224,normal_069,,
225,normal_084,,
226,normal_158,,
227,tumor_067,,
228,normal_096,,
229,normal_040,,
230,normal_057,,
231,normal_143,,
232,normal_120,,
233,normal_076,,
234,normal_028,,
235,normal_130,,
236,normal_078,,
237,normal_126,,
238,tumor_088,,
239,normal_134,,
240,normal_070,,
241,normal_073,,
242,normal_094,,
243,normal_053,,
244,tumor_004,,
245,normal_061,,
246,normal_048,,
247,tumor_030,,
248,tumor_093,,
249,normal_117,,
250,tumor_084,,
251,normal_035,,
252,normal_149,,
253,tumor_094,,
254,normal_132,,
255,normal_047,,
256,tumor_019,,
257,tumor_074,,
258,normal_020,,
259,tumor_083,,
260,tumor_018,,
261,tumor_016,,
262,normal_093,,
263,tumor_020,,
